date,zone_1,zone_2,zone_3,zone_4,zone_5
2004-01-01,1486969.0,402200.0,3258627.0,3515963.0,14661.0
2004-01-02,1426468.0,409477.0,3698050.0,3990102.0,14196.0
2004-01-03,1320876.0,368016.0,3330975.0,3594026.0,12355.0
2004-01-04,1170487.0,326785.0,3173938.0,3424578.0,11352.0
2004-01-05,1219942.0,348839.0,4046833.0,4366437.0,11506.0
2004-01-06,1606993.0,521793.0,4724497.0,5097642.0,14952.0
2004-01-07,1968050.0,663385.0,5392437.0,5818345.0,18067.0
2004-01-08,1945891.0,618726.0,5230353.0,5643461.0,17165.0
2004-01-09,1889552.0,608845.0,4938671.0,5328731.0,16745.0
2004-01-10,2103718.0,654233.0,5352922.0,5775712.0,18058.0
2004-01-11,2213188.0,698740.0,5048471.0,5447208.0,18348.0
2004-01-12,1731053.0,497215.0,4554831.0,4914567.0,14784.0
2004-01-13,1602672.0,447034.0,4496018.0,4851110.0,14916.0
2004-01-14,1684888.0,493925.0,4779945.0,5157464.0,15084.0
2004-01-15,1636839.0,494945.0,4989333.0,5383388.0,16077.0
2004-01-16,1899538.0,577138.0,5520897.0,5956952.0,18199.0
2004-01-17,1843769.0,535128.0,4863205.0,5247304.0,18290.0
2004-01-18,1607499.0,473455.0,4310494.0,4650925.0,16001.0
2004-01-19,1809168.0,588624.0,5257342.0,5672580.0,17273.0
2004-01-20,1982888.0,650131.0,5419830.0,5847899.0,18182.0
2004-01-21,1977175.0,647076.0,5418138.0,5846076.0,18710.0
2004-01-22,1780490.0,541922.0,4988787.0,5382807.0,17046.0
2004-01-23,1873908.0,598802.0,5399707.0,5826190.0,18488.0
2004-01-24,1723368.0,514386.0,5057322.0,5456753.0,18155.0
2004-01-25,2205497.0,727768.0,5375522.0,5800097.0,19319.0
2004-01-26,2253484.0,752017.0,5481182.0,5914101.0,17913.0
2004-01-27,2033684.0,637944.0,5290501.0,5708361.0,16165.0
2004-01-28,1982315.0,640669.0,5208194.0,5619552.0,17746.0
2004-01-29,1834659.0,543388.0,4911427.0,5299335.0,16361.0
2004-01-30,1763622.0,554822.0,5109784.0,5513363.0,16633.0
2004-01-31,2068604.0,692317.0,5295329.0,5713566.0,19141.0
2004-02-01,1879943.0,595857.0,4894323.0,5280878.0,17591.0
2004-02-02,1709072.0,588250.0,5143120.0,5549333.0,16229.0
2004-02-03,1566647.0,518615.0,4829194.0,5210607.0,15211.0
2004-02-04,1599308.0,482195.0,4577317.0,4938833.0,14829.0
2004-02-05,1743235.0,579788.0,4945595.0,5336199.0,16333.0
2004-02-06,1666543.0,587344.0,4699184.0,5070328.0,7791.0
2004-02-07,1550706.0,527278.0,4291406.0,4630334.0,12628.0
2004-02-08,1668556.0,545548.0,4460672.0,4812971.0,14718.0
2004-02-09,1709439.0,552083.0,4724435.0,5097569.0,16441.0
2004-02-10,1510555.0,474181.0,4285273.0,4623716.0,14785.0
2004-02-11,1522678.0,477764.0,4378506.0,4724310.0,14847.0
2004-02-12,1648866.0,517035.0,4474805.0,4828216.0,14753.0
2004-02-13,1541950.0,468096.0,4498054.0,4853308.0,14501.0
2004-02-14,1494582.0,463491.0,4380600.0,4726571.0,16028.0
2004-02-15,1612816.0,519970.0,4468162.0,4821049.0,16116.0
2004-02-16,1798602.0,581618.0,5248530.0,5663065.0,16319.0
2004-02-17,1913336.0,597875.0,5196936.0,5607403.0,15730.0
2004-02-18,1672902.0,543771.0,4950170.0,5341139.0,15559.0
2004-02-19,1470915.0,429512.0,4435079.0,4785357.0,14023.0
2004-02-20,1331475.0,398988.0,4202881.0,4534813.0,13827.0
2004-02-21,1202497.0,389689.0,3955018.0,4267365.0,14702.0
2004-02-22,1380043.0,453487.0,4208131.0,4540475.0,15028.0
2004-02-23,1503684.0,481594.0,4557304.0,4917235.0,14491.0
2004-02-24,1398020.0,443550.0,4672935.0,5042009.0,14407.0
2004-02-25,1535181.0,465045.0,4712306.0,5084482.0,14472.0
2004-02-26,1753315.0,553156.0,4905889.0,5293359.0,16000.0
2004-02-27,1584224.0,461507.0,4525311.0,4882715.0,14927.0
2004-02-28,1477935.0,457216.0,4048414.0,4368143.0,15206.0
2004-02-29,1389339.0,423322.0,3815717.0,4117062.0,14472.0
2004-03-01,1365555.0,374131.0,4009059.0,4325679.0,12747.0
2004-03-02,1239152.0,333853.0,3740613.0,4036021.0,11738.0
2004-03-03,1187922.0,335324.0,3756324.0,4052979.0,11830.0
2004-03-04,1205441.0,311930.0,3846439.0,4150208.0,11715.0
2004-03-05,1151619.0,301368.0,3717870.0,4011485.0,11334.0
2004-03-06,1169293.0,310795.0,3298069.0,3558520.0,11989.0
2004-03-07,1183744.0,320288.0,3402088.0,3670759.0,12714.0
2004-03-08,1478839.0,436611.0,4367020.0,4711914.0,14153.0
2004-03-09,1522708.0,453023.0,4532180.0,4890127.0,14206.0
2004-03-10,1618233.0,450177.0,4540474.0,4899080.0,13934.0
2004-03-11,1545563.0,443043.0,4319409.0,4660545.0,13826.0
2004-03-12,1366042.0,372656.0,4189780.0,4520682.0,14405.0
2004-03-13,1464365.0,423125.0,3701077.0,3993367.0,15544.0
2004-03-14,1375317.0,376916.0,3543204.0,3823020.0,14203.0
2004-03-15,1237939.0,327863.0,3434776.0,3706025.0,11932.0
2004-03-16,1306138.0,396414.0,4133140.0,4459564.0,12948.0
2004-03-17,1473489.0,435715.0,4231530.0,4565725.0,13642.0
2004-03-18,1535099.0,409282.0,4018722.0,4336105.0,13388.0
2004-03-19,1339173.0,358918.0,3805319.0,4105840.0,13824.0
2004-03-20,1377089.0,391165.0,3441124.0,3712877.0,13919.0
2004-03-21,1267610.0,372889.0,3391587.0,3659424.0,13719.0
2004-03-22,1681250.0,497954.0,4344935.0,4688093.0,14679.0
2004-03-23,1667298.0,477075.0,4165497.0,4494477.0,13910.0
2004-03-24,1475860.0,414996.0,3755526.0,4052120.0,13066.0
2004-03-25,1271181.0,336976.0,3305921.0,3566990.0,11403.0
2004-03-26,1167709.0,306031.0,3102747.0,3347766.0,11075.0
2004-03-27,1127125.0,316257.0,2714411.0,2928753.0,11687.0
2004-03-28,1119333.0,308587.0,2684919.0,2896923.0,11281.0
2004-03-29,1292209.0,333941.0,3295561.0,3555815.0,11117.0
2004-03-30,1419903.0,403800.0,3790004.0,4089322.0,12174.0
2004-03-31,1370868.0,414142.0,3778295.0,4076685.0,12688.0
2004-04-01,1298600.0,387838.0,3881036.0,4187539.0,12915.0
2004-04-02,1332055.0,406332.0,3976996.0,4291085.0,13170.0
2004-04-03,1286582.0,396503.0,3417182.0,3687041.0,13163.0
2004-04-04,1299635.0,416434.0,3581733.0,3864595.0,13438.0
2004-04-05,1392649.0,430457.0,4220276.0,4553585.0,13630.0
2004-04-06,1340784.0,389716.0,3817085.0,4118537.0,12477.0
2004-04-07,1175919.0,331260.0,3330812.0,3593848.0,11259.0
2004-04-08,1092163.0,312365.0,3609647.0,3894712.0,11149.0
2004-04-09,1079607.0,312402.0,3370484.0,3636653.0,11292.0
2004-04-10,1179128.0,346078.0,3161124.0,3410753.0,12007.0
2004-04-11,1213696.0,344299.0,3359895.0,3625228.0,12036.0
2004-04-12,1394740.0,428615.0,4167607.0,4496750.0,12756.0
2004-04-13,1275970.0,388398.0,4190340.0,4521283.0,12119.0
2004-04-14,1225542.0,399502.0,4063401.0,4384314.0,12432.0
2004-04-15,1128211.0,362996.0,3856631.0,4161211.0,11725.0
2004-04-16,1064804.0,336689.0,3643692.0,3931451.0,11294.0
2004-04-17,972809.0,331702.0,3154611.0,3403724.0,11359.0
2004-04-18,962562.0,351336.0,3137358.0,3385113.0,10969.0
2004-04-19,1067011.0,356241.0,3723505.0,4017569.0,10537.0
2004-04-20,1172514.0,350827.0,3721037.0,4014907.0,10053.0
2004-04-21,1223174.0,336173.0,3656607.0,3945386.0,9926.0
2004-04-22,1210433.0,337660.0,3648208.0,3936322.0,9765.0
2004-04-23,1238966.0,340396.0,3578860.0,3861493.0,10105.0
2004-04-24,1200120.0,356530.0,3119648.0,3366005.0,10589.0
2004-04-25,1118512.0,325254.0,2951518.0,3184586.0,10397.0
2004-04-26,1119447.0,315408.0,3446066.0,3718212.0,9983.0
2004-04-27,1105181.0,313706.0,3534757.0,3813910.0,10499.0
2004-04-28,1166316.0,337131.0,3608207.0,3893159.0,10536.0
2004-04-29,1162632.0,318229.0,3483329.0,3758419.0,10221.0
2004-04-30,1097117.0,303539.0,3180264.0,3431414.0,10167.0
2004-05-01,1092892.0,316088.0,2950233.0,3183205.0,10646.0
2004-05-02,1141228.0,336202.0,2999990.0,3236891.0,10604.0
2004-05-03,1158364.0,320619.0,3352174.0,3616902.0,10665.0
2004-05-04,1230935.0,341482.0,3532339.0,3811298.0,10535.0
2004-05-05,1207449.0,321891.0,3517352.0,3795125.0,10185.0
2004-05-06,1204364.0,345140.0,3506653.0,3783580.0,10322.0
2004-05-07,1331693.0,391461.0,3612673.0,3897975.0,10320.0
2004-05-08,1201148.0,354641.0,3021176.0,3259749.0,10612.0
2004-05-09,1257425.0,375007.0,3192568.0,3444678.0,10976.0
2004-05-10,1386439.0,399277.0,3907890.0,4216521.0,10969.0
2004-05-11,1374454.0,409914.0,4074543.0,4396334.0,10711.0
2004-05-12,1330586.0,397526.0,4136250.0,4462918.0,10923.0
2004-05-13,1344521.0,386295.0,4157391.0,4485727.0,10584.0
2004-05-14,1372882.0,394457.0,4000607.0,4316557.0,11256.0
2004-05-15,1384848.0,411630.0,3446352.0,3718515.0,11703.0
2004-05-16,1268377.0,370049.0,3209019.0,3462441.0,11261.0
2004-05-17,1263793.0,359097.0,3758517.0,4055335.0,10972.0
2004-05-18,1360360.0,385575.0,3798754.0,4098757.0,10576.0
2004-05-19,1351396.0,389430.0,3630007.0,3916685.0,10769.0
2004-05-20,1350243.0,395605.0,3588468.0,3871861.0,11146.0
2004-05-21,1510417.0,415136.0,3603068.0,3887614.0,11677.0
2004-05-22,1539228.0,436409.0,3525676.0,3804110.0,12443.0
2004-05-23,1548389.0,448782.0,3880966.0,4187464.0,12495.0
2004-05-24,1559582.0,452045.0,4333228.0,4675459.0,11859.0
2004-05-25,1606197.0,466738.0,4300209.0,4639832.0,11686.0
2004-05-26,1508293.0,431208.0,4032621.0,4351104.0,10673.0
2004-05-27,1461789.0,417618.0,3954431.0,4266736.0,10860.0
2004-05-28,1415759.0,400678.0,3678310.0,3968801.0,11220.0
2004-05-29,1352866.0,422332.0,2924387.0,3155316.0,11846.0
2004-05-30,1159934.0,341410.0,2838819.0,3062985.0,11765.0
2004-05-31,1408145.0,403734.0,3030696.0,3270023.0,12126.0
2004-06-01,1364181.0,381212.0,3558751.0,3839802.0,10652.0
2004-06-02,1406961.0,382697.0,3698205.0,3990270.0,10762.0
2004-06-03,1423423.0,405154.0,3717894.0,4011507.0,10844.0
2004-06-04,1164915.0,330433.0,3388601.0,3656208.0,10543.0
2004-06-05,1123622.0,339176.0,2991290.0,3227505.0,11152.0
2004-06-06,1153756.0,354542.0,2929607.0,3160948.0,11039.0
2004-06-07,1242144.0,396751.0,3734204.0,4029109.0,10924.0
2004-06-08,1343383.0,406867.0,4348108.0,4691513.0,11821.0
2004-06-09,1594742.0,458214.0,4745498.0,5120298.0,11977.0
2004-06-10,1636859.0,456039.0,4530077.0,4887863.0,11934.0
2004-06-11,1644362.0,467032.0,3892922.0,4200372.0,12129.0
2004-06-12,1308902.0,372039.0,3414254.0,3683882.0,11561.0
2004-06-13,1197674.0,351393.0,3264899.0,3522729.0,11336.0
2004-06-14,1442657.0,420706.0,4347408.0,4690756.0,11703.0
2004-06-15,1517205.0,432348.0,4701900.0,5073257.0,11801.0
2004-06-16,1588063.0,469576.0,4621661.0,4986674.0,12191.0
2004-06-17,1746426.0,529520.0,4876761.0,5261928.0,12746.0
2004-06-18,1799073.0,523605.0,4742992.0,5117596.0,12727.0
2004-06-19,1706026.0,501458.0,3924585.0,4234530.0,11822.0
2004-06-20,1377561.0,412090.0,3269127.0,3527291.0,10972.0
2004-06-21,1327693.0,366186.0,3853985.0,4158356.0,9898.0
2004-06-22,1530840.0,462946.0,4348043.0,4691446.0,11447.0
2004-06-23,1476537.0,408786.0,4136872.0,4463589.0,11085.0
2004-06-24,1542711.0,463999.0,4390834.0,4737617.0,11495.0
2004-06-25,1456413.0,395767.0,4180288.0,4510435.0,11120.0
2004-06-26,1441479.0,421961.0,3689022.0,3980359.0,10817.0
2004-06-27,1298737.0,371817.0,3471748.0,3745922.0,10975.0
2004-06-28,1395491.0,408606.0,4159377.0,4487870.0,10433.0
2004-06-29,1532826.0,428212.0,4045792.0,4365316.0,10358.0
2004-06-30,1554646.0,449673.0,4092786.0,4416021.0,10922.0
2004-07-01,1597664.0,471618.0,4365656.0,4710447.0,11117.0
2004-07-02,1752090.0,528579.0,4599196.0,4962434.0,11608.0
2004-07-03,1765731.0,525661.0,3904395.0,4212748.0,12670.0
2004-07-04,1772321.0,521889.0,3556637.0,3837512.0,12791.0
2004-07-05,1879248.0,553013.0,4033180.0,4351705.0,12851.0
2004-07-06,1866119.0,567916.0,4640174.0,5006658.0,11960.0
2004-07-07,1747073.0,529653.0,4586672.0,4948925.0,11239.0
2004-07-08,1796479.0,525625.0,4529474.0,4887206.0,11079.0
2004-07-09,1834337.0,543250.0,4506875.0,4862826.0,11794.0
2004-07-10,1803845.0,488057.0,3588729.0,3872142.0,11842.0
2004-07-11,1732579.0,501131.0,3898874.0,4206791.0,12150.0
2004-07-12,1730176.0,531493.0,4245361.0,4580652.0,12098.0
2004-07-13,1887662.0,551144.0,4278307.0,4616197.0,12125.0
2004-07-14,1856043.0,548395.0,4270341.0,4607606.0,11736.0
2004-07-15,1661030.0,470924.0,3938473.0,4249518.0,10826.0
2004-07-16,1608138.0,454805.0,3865873.0,4171182.0,11161.0
2004-07-17,1614484.0,428195.0,3295740.0,3556003.0,11346.0
2004-07-18,1539854.0,430881.0,3122264.0,3368826.0,11072.0
2004-07-19,1657123.0,467347.0,3826856.0,4129078.0,10996.0
2004-07-20,1619783.0,470510.0,4151897.0,4479801.0,10893.0
2004-07-21,1686391.0,495726.0,4411423.0,4759830.0,11385.0
2004-07-22,1745120.0,459614.0,4582148.0,4944044.0,11464.0
2004-07-23,1759006.0,512512.0,4381723.0,4727788.0,12476.0
2004-07-24,1581526.0,482974.0,3694594.0,3986367.0,12136.0
2004-07-25,1478813.0,422021.0,3166005.0,3416018.0,11942.0
2004-07-26,1682833.0,427562.0,3775904.0,4074100.0,12069.0
2004-07-27,1757158.0,448391.0,4139881.0,4466838.0,12044.0
2004-07-28,1722892.0,486583.0,4257009.0,4593217.0,12006.0
2004-07-29,1620587.0,426373.0,4207650.0,4539958.0,11548.0
2004-07-30,1761262.0,500639.0,4416303.0,4765095.0,12318.0
2004-07-31,1873764.0,544399.0,4192179.0,4523265.0,13083.0
2004-08-01,1802866.0,563110.0,3996793.0,4312446.0,13510.0
2004-08-02,1691321.0,505743.0,4354740.0,4698668.0,12714.0
2004-08-03,1731175.0,528318.0,4523457.0,4880715.0,12572.0
2004-08-04,1842279.0,550730.0,4605893.0,4969662.0,12586.0
2004-08-05,1611219.0,427418.0,3963991.0,4277047.0,11500.0
2004-08-06,1366906.0,370184.0,3455480.0,3728360.0,10890.0
2004-08-07,1355836.0,367246.0,3076736.0,3319705.0,11423.0
2004-08-08,1402147.0,388860.0,3092237.0,3336422.0,11384.0
2004-08-09,1500301.0,436400.0,3875497.0,4181562.0,11318.0
2004-08-10,1616661.0,457021.0,4343332.0,4686362.0,11304.0
2004-08-11,1651531.0,455205.0,4334565.0,4676907.0,11439.0
2004-08-12,1474079.0,386834.0,3928590.0,4238853.0,11075.0
2004-08-13,1462277.0,398899.0,3746871.0,4042770.0,11060.0
2004-08-14,1317573.0,348892.0,3202992.0,3455934.0,11415.0
2004-08-15,1235424.0,360417.0,3334488.0,3597816.0,11416.0
2004-08-16,1484702.0,414364.0,3913629.0,4222706.0,10956.0
2004-08-17,1455677.0,403509.0,4110045.0,4434645.0,10346.0
2004-08-18,1509270.0,457849.0,4252142.0,4587970.0,10727.0
2004-08-19,1774698.0,505005.0,4520258.0,4877266.0,11204.0
2004-08-20,1849521.0,525097.0,4609515.0,4973571.0,11832.0
2004-08-21,1746287.0,472373.0,3705511.0,3998144.0,11858.0
2004-08-22,1514517.0,410427.0,3384562.0,3651847.0,11226.0
2004-08-23,1562947.0,436140.0,4053485.0,4373620.0,10997.0
2004-08-24,1625293.0,455183.0,4292129.0,4631116.0,10779.0
2004-08-25,1583637.0,414408.0,4266002.0,4602923.0,10566.0
2004-08-26,1593756.0,408858.0,4254672.0,4590696.0,10127.0
2004-08-27,1679052.0,455280.0,4372035.0,4717331.0,10887.0
2004-08-28,1750659.0,492070.0,4362595.0,4707143.0,12099.0
2004-08-29,1673258.0,457022.0,4321474.0,4662771.0,11724.0
2004-08-30,1463664.0,438348.0,4652204.0,5019632.0,11075.0
2004-08-31,1680707.0,464822.0,4492878.0,4847715.0,10702.0
2004-09-01,1440101.0,441969.0,4189771.0,4520662.0,10427.0
2004-09-02,1378050.0,404232.0,4054537.0,4374749.0,10337.0
2004-09-03,1436077.0,398829.0,3952064.0,4264181.0,11070.0
2004-09-04,1509070.0,427841.0,3592605.0,3876323.0,12142.0
2004-09-05,1491650.0,431512.0,3336000.0,3599447.0,12392.0
2004-09-06,1439887.0,372441.0,2976499.0,3211540.0,12024.0
2004-09-07,1440075.0,377666.0,3832630.0,4135314.0,10650.0
2004-09-08,1526543.0,387828.0,4125620.0,4451448.0,10809.0
2004-09-09,1531674.0,408280.0,4052937.0,4373025.0,10289.0
2004-09-10,1448369.0,384081.0,3876378.0,4182517.0,10452.0
2004-09-11,1448197.0,386706.0,3474390.0,3748768.0,10799.0
2004-09-12,1418581.0,393739.0,3508083.0,3785124.0,10435.0
2004-09-13,1393396.0,386005.0,3985023.0,4299741.0,9961.0
2004-09-14,1328633.0,364060.0,3770509.0,4068283.0,9653.0
2004-09-15,1269653.0,358817.0,3660105.0,3949153.0,9943.0
2004-09-16,1327189.0,358812.0,3872244.0,4178053.0,10344.0
2004-09-17,1435457.0,370608.0,3825474.0,4127589.0,11059.0
2004-09-18,1239474.0,329999.0,3123592.0,3370261.0,11299.0
2004-09-19,1170226.0,315658.0,2901212.0,3130315.0,11093.0
2004-09-20,1189658.0,318378.0,3357855.0,3623024.0,10665.0
2004-09-21,1239351.0,330360.0,3529995.0,3808769.0,10318.0
2004-09-22,1334588.0,370797.0,3690208.0,3981640.0,10474.0
2004-09-23,1361982.0,381775.0,3749676.0,4045805.0,10496.0
2004-09-24,1316216.0,363108.0,3707517.0,4000320.0,10911.0
2004-09-25,1265488.0,361829.0,3290446.0,3550292.0,11125.0
2004-09-26,1270068.0,359850.0,3166947.0,3417042.0,10803.0
2004-09-27,1255105.0,332498.0,3583998.0,3867039.0,10073.0
2004-09-28,1308595.0,349388.0,3650207.0,3938474.0,10332.0
2004-09-29,1241765.0,353435.0,3621196.0,3907176.0,10046.0
2004-09-30,1238417.0,341625.0,3616844.0,3902478.0,10090.0
2004-10-01,1204240.0,317636.0,3475646.0,3750130.0,10937.0
2004-10-02,1242890.0,346141.0,3185705.0,3437274.0,11300.0
2004-10-03,1162560.0,322484.0,3010805.0,3248558.0,10967.0
2004-10-04,1207462.0,337951.0,3457758.0,3730821.0,10674.0
2004-10-05,1145427.0,318931.0,3429584.0,3700422.0,10560.0
2004-10-06,1152505.0,322662.0,3549454.0,3829767.0,11318.0
2004-10-07,1182105.0,331476.0,3588539.0,3871935.0,11225.0
2004-10-08,1170973.0,328612.0,3507253.0,3784226.0,11924.0
2004-10-09,1161093.0,318942.0,3120279.0,3366685.0,12790.0
2004-10-10,1134533.0,324383.0,2988441.0,3224428.0,11793.0
2004-10-11,1149313.0,327920.0,3515319.0,3792930.0,11632.0
2004-10-12,1094473.0,328477.0,3655085.0,3943744.0,11430.0
2004-10-13,1114157.0,335520.0,3775988.0,4074193.0,11323.0
2004-10-14,1165183.0,328205.0,3664358.0,3953746.0,10855.0
2004-10-15,1143211.0,321736.0,3496174.0,3772278.0,11646.0
2004-10-16,1194317.0,349211.0,3293118.0,3553176.0,13478.0
2004-10-17,1221817.0,349908.0,3247370.0,3503814.0,12841.0
2004-10-18,1253147.0,364319.0,3766320.0,4063762.0,11936.0
2004-10-19,1166167.0,331675.0,3692671.0,3984298.0,10779.0
2004-10-20,1185265.0,329957.0,3761647.0,4058717.0,11156.0
2004-10-21,1168825.0,341518.0,3744827.0,4040569.0,11255.0
2004-10-22,1185129.0,343484.0,3691143.0,3982649.0,12146.0
2004-10-23,1261809.0,356803.0,3283159.0,3542428.0,13404.0
2004-10-24,1236401.0,348126.0,3385756.0,3653129.0,12489.0
2004-10-25,1211114.0,333425.0,3674350.0,3964530.0,11455.0
2004-10-26,1195766.0,322157.0,3688056.0,3979315.0,11010.0
2004-10-27,1206143.0,349210.0,3688451.0,3979747.0,11349.0
2004-10-28,1180915.0,352952.0,3643302.0,3931026.0,11257.0
2004-10-29,1151562.0,329790.0,3535892.0,3815134.0,11570.0
2004-10-30,1109201.0,319388.0,3149454.0,3398162.0,11942.0
2004-10-31,1098264.0,308378.0,2975335.0,3210293.0,11380.0
2004-11-01,1195117.0,325415.0,3438653.0,3710208.0,10915.0
2004-11-02,1184639.0,330780.0,3564811.0,3846333.0,10800.0
2004-11-03,1173426.0,324829.0,3521293.0,3799376.0,10531.0
2004-11-04,1281614.0,360530.0,3860100.0,4164950.0,12154.0
2004-11-05,1309287.0,365098.0,3795291.0,4095024.0,13035.0
2004-11-06,1345045.0,370877.0,3420173.0,3690267.0,14081.0
2004-11-07,1264799.0,341045.0,3158828.0,3408283.0,13085.0
2004-11-08,1210889.0,348911.0,3673751.0,3963880.0,12568.0
2004-11-09,1433985.0,416715.0,4259297.0,4595692.0,13938.0
2004-11-10,1543261.0,434519.0,4298418.0,4637898.0,13900.0
2004-11-11,1450064.0,423169.0,3975748.0,4289733.0,13638.0
2004-11-12,1356145.0,389119.0,4009268.0,4325906.0,14520.0
2004-11-13,1439377.0,387493.0,3800642.0,4100796.0,15897.0
2004-11-14,1623546.0,446131.0,3962871.0,4275846.0,15896.0
2004-11-15,1594332.0,446744.0,4257814.0,4594087.0,14627.0
2004-11-16,1548154.0,433534.0,4075079.0,4396918.0,13923.0
2004-11-17,1410975.0,364040.0,3957927.0,4270510.0,13271.0
2004-11-18,1300261.0,339895.0,3707504.0,4000301.0,12614.0
2004-11-19,1220182.0,319915.0,3657055.0,3945863.0,13021.0
2004-11-20,1219585.0,341581.0,3348977.0,3613448.0,14088.0
2004-11-21,1183853.0,331543.0,3262702.0,3520352.0,13760.0
2004-11-22,1314926.0,356215.0,3706512.0,3999228.0,13268.0
2004-11-23,1320969.0,373972.0,3849946.0,4153995.0,13797.0
2004-11-24,1309466.0,388040.0,3740976.0,4036413.0,14906.0
2004-11-25,1321064.0,401659.0,3133696.0,3381162.0,14635.0
2004-11-26,1562516.0,467933.0,3545470.0,3825467.0,18384.0
2004-11-27,1631267.0,473164.0,3593893.0,3877710.0,17189.0
2004-11-28,1319850.0,402685.0,3509394.0,3786538.0,14570.0
